Category,Clip Name,Clip Url,Edited,Filename,Theme,Portrait Version,Original Time in Seconds,Edited Time in Seconds,Extra Clip 1,Extra Clip 2,Updated Captions,Created By,Created Date
Red Dead Redemption 2,!nekorb si maerts yM | Red Dead Redemption 2,https://clips.twitch.tv/VenomousFaithfulHorseradishResidentSleeper-HLP6e44zx1a58XRV,,,,,30,,,,,design_by_rose,"Jan 12, 2023"
Red Dead Redemption 2,Excuse me a moment~,https://clips.twitch.tv/AttractiveShakingPastaFloof-XHESUMVjT708gaVR,,,,,11,,,,,design_by_rose,"Jan 12, 2023"
Red Dead Redemption 2,The alligator incident (we don't talk about that) | Red Dead Redemption 69,https://clips.twitch.tv/WittyBlightedIcecreamPastaThat-qpmJ3MfoYBIIziRY,,,,,28,,,,,design_by_rose,"Jan 12, 2023"
Overwatch 2,don't hear this often,https://clips.twitch.tv/SweetEsteemedBottleCorgiDerp-MyfKfTuy-toMUztF,,,,,5,,,,,design_by_rose,"Jan 13, 2023"
Overwatch 2,THAT IS NOT A GOOD PLACE FOR ME TO BE X2 NOPE X3,https://clips.twitch.tv/DifferentLaconicCrabsWOOP-OgFz6x0jq3S6Ut1I,,,,,10,,,,,design_by_rose,"Jan 13, 2023"
Red Dead Redemption 2,🐊,https://clips.twitch.tv/SavoryCarefulAppleChocolateRain-VyDAJpyzvge5bjIq,,,,,5,,,,,design_by_rose,"Jan 13, 2023"
Red Dead Redemption 2,fat 🐔,https://clips.twitch.tv/EntertainingAnnoyingLeopardAMPEnergyCherry-Apuh_Y-r4Eqyg9gq,,,,,5,,,,,design_by_rose,"Jan 13, 2023"
Overwatch 2,*flames team entire game* How long was I unmuted?,https://clips.twitch.tv/CheerfulAliveJayKeyboardCat-aKHvWcTfkAMQnEBY,,,,,5,,,,,design_by_rose,"Jan 14, 2023"
Overwatch 2,Rose has a massive e-🐔,https://clips.twitch.tv/BadConcernedSwallowOMGScoots-LxGmvdXCiLOr5rAZ,,,,,5,,,,,design_by_rose,"Jan 14, 2023"
Overwatch 2,you tell em,https://clips.twitch.tv/BrightCrispyDiamondArgieB8-zVIJ-6UYuF5PlGLo,,,,,13,,,,,design_by_rose,"Jan 14, 2023"
Overwatch 2,cute,https://clips.twitch.tv/BoredSarcasticKeyboardPlanking-an9ffm9t4RWJUcAQ,,,,,10,,,,,design_by_rose,"Jan 14, 2023"
Overwatch 2,*takes a girl home*,https://clips.twitch.tv/TardyGlutenFreeGarageItsBoshyTime-rVv0fk6f23WtOvr9,,,,,5,,,,,design_by_rose,"Jan 14, 2023"
Overwatch 2,dasilehfaccahs,https://clips.twitch.tv/DeadDrabKumquatYouWHY-lbj-YCOJsIRQBclo,,,,,5,,,,,design_by_rose,"Jan 14, 2023"
Red Dead Redemption 2,It has been years of this...,https://clips.twitch.tv/SullenNimbleLasagnaPlanking-9I9uurktWx0dhwxW,,,,,5,,,,,design_by_rose,"Jan 14, 2023"
Red Dead Redemption 2,!lifeadvice,https://clips.twitch.tv/FrozenSecretiveGazelleFailFish-kaFE0T2gWXu20_u5,,,,,16,,,,,design_by_rose,"Jan 14, 2023"
Red Dead Redemption 2,okay.,https://clips.twitch.tv/FaithfulWrongCoyoteBibleThump--LxrkRNEfUlw2Kzg,,,,,5,,,,,design_by_rose,"Jan 14, 2023"
Red Dead Redemption 2,"Mmmmmm, horse stimulants ♥ | Red Dead Redemption 2",https://clips.twitch.tv/GrossSuperKimchiBabyRage-bkZZkM2vDS9L2Rr4,,,,,28,,,,,design_by_rose,"Jan 14, 2023"
Red Dead Redemption 2,"Gonna paint a wagon, gonna paint it good",https://clips.twitch.tv/BloodyCleverPorcupineTakeNRG-WMYwmXxPgf5M4Qz6,,,,,28,,,,,design_by_rose,"Jan 14, 2023"
Overwatch 2,My Ashe is mad? Why is she mad? What is she mad about? ...she wants healing?,https://clips.twitch.tv/SmokyCourageousOilRalpherZ-Q0gNOEYDTzieLd-W,,,,,7,,,,,design_by_rose,"Jan 15, 2023"
Red Dead Redemption 2,What do you want for your birthday?,https://clips.twitch.tv/SpikyModernClipsmomDendiFace-2cGPTA6cA7ogtPNs,,,,,5,,,,,design_by_rose,"Jan 15, 2023"
"Pools, Hot Tubs, and Beaches",someone please cancel this man,https://clips.twitch.tv/ImportantGenerousAxeCeilingCat-XrA4-8tRvFj_tGLS,,,,,5,,,,,low_hanging_vegetable,"Jan 15, 2023"
"Pools, Hot Tubs, and Beaches",perfectly timed npc,https://clips.twitch.tv/SteamyDifferentPuffinKeyboardCat-DWFtTX4Ex_qPEAec,,,,,7,,,,,low_hanging_vegetable,"Jan 15, 2023"
Red Dead Redemption 2,how many drinks have u had tonight?,https://clips.twitch.tv/ArbitraryCooperativeLobsterUnSane-QD9ZcAFomtk1HQQu,,,,,15,,,,,design_by_rose,"Jan 15, 2023"
Red Dead Redemption 2,a little drunk,https://clips.twitch.tv/ExquisiteYummyTurtleDatSheffy-uQbMMRbk5idfp4p8,,,,,6,,,,,low_hanging_vegetable,"Jan 15, 2023"
Red Dead Redemption 2,"So, this one...",https://clips.twitch.tv/SucculentGiantCheesecakeTooSpicy-QJNEyEb1jU3nsFOW,,,,,6,,,,,design_by_rose,"Jan 15, 2023"
Red Dead Redemption 2,"it was like ""< 3""",https://clips.twitch.tv/SpicyArtsyKathyFrankerZ-nGrZx9_dqj6RlmYa,,,,,5,,,,,design_by_rose,"Jan 15, 2023"
Red Dead Redemption 2,starless -> chat,https://clips.twitch.tv/AltruisticOddJamDatSheffy-yF79T1DhB2UEY1nY,,,,,5,,,,,design_by_rose,"Jan 15, 2023"
Red Dead Redemption 2,hehehe....bwaaah,https://clips.twitch.tv/BoldIcyCormorantGingerPower-xfLwY5cXNnl7b15J,,,,,10,,,,,low_hanging_vegetable,"Jan 15, 2023"
Red Dead Redemption 2,when that ghost dick lookin too good,https://clips.twitch.tv/MoistGloriousAardvarkPicoMause-Nov9dGfNVujcIUIu,,,,,5,,,,,low_hanging_vegetable,"Jan 15, 2023"
Red Dead Redemption 2,If Wendy was streaming rn... ♥,https://clips.twitch.tv/AbstruseBrainyBeefPoooound-ph5roJNEd5GvsJdM,,,,,5,,,,,design_by_rose,"Jan 15, 2023"
Red Dead Redemption 2,so like.. *adhd*,https://clips.twitch.tv/PoliteSleepyDolphinFrankerZ-Rm5vs62EVIOwopWM,,,,,5,,,,,low_hanging_vegetable,"Jan 15, 2023"
Red Dead Redemption 2,👄,https://clips.twitch.tv/AggressiveExquisiteStarlingArgieB8-KY8r5zH9Rns9KjjE,,,,,5,,,,,design_by_rose,"Jan 15, 2023"
Red Dead Redemption 2,master story teller,https://clips.twitch.tv/TsundereCoweringLampCoolStoryBro-I1DqI1O2JOWnCQN2,,,,,5,,,,,low_hanging_vegetable,"Jan 15, 2023"
Red Dead Redemption 2,y b y b y b y b,https://clips.twitch.tv/KindBlushingBaconUncleNox-agkR7l3LXA2NDxMO,,,,,16,,,,,design_by_rose,"Jan 15, 2023"
Red Dead Redemption 2,ope horse crash | Red Dead Again Redemption 2,https://clips.twitch.tv/TawdryMushyTomatoCmonBruh-RFr17uHmm_Uk495S,,,,,30,,,,,design_by_rose,"Jan 15, 2023"
Red Dead Redemption 2,♫ Have you ever heard an Irishman rap? ♫ | Red 'Dead Again' Redemption 2,https://clips.twitch.tv/SpotlessBelovedPelicanBigBrother-b4pbzM9sA4ZH6y0o,,,,,28,,,,,design_by_rose,"Jan 15, 2023"
Red Dead Redemption 2,♫ Have you ever heard an Irishman rap? ♫ | Red 'Dead Again' Redemption 2,https://clips.twitch.tv/FlirtyElegantTriangleYouDontSay-pzOUAxxLtpXxw1ZN,,,,,8,,,,,design_by_rose,"Jan 15, 2023"
Red Dead Redemption 2,"🍺 When someone follows, I have to take a shot! 🍺 | Red Dead Again 2",https://clips.twitch.tv/DeterminedLazySoybeanDendiFace-_c2X7ZKebVU0riYz,,,,,28,,,,,design_by_rose,"Jan 15, 2023"
Overwatch 2,Mating Call,https://clips.twitch.tv/SnappyDifferentChowderSmoocherZ-Kie2V-9sGJafq8Og,,,,,5,,,,,DazedArcade,"Jan 16, 2023"
Red Dead Redemption 2,kiss my 🍑,https://clips.twitch.tv/RefinedCautiousPistachioCoolStoryBro-SMr_K1k2QxplH1TE,,,,,37,,,,,design_by_rose,"Jan 18, 2023"
Red Dead Redemption 2,You don't want a dry tongue... do you?,https://clips.twitch.tv/SpookyNaiveCarrotTBTacoLeft-rEWOoe7MasjH4Oks,,,,,6,,,,,design_by_rose,"Jan 18, 2023"
Red Dead Redemption 2,Employee of the month,https://clips.twitch.tv/SmoggyCleanDonkeyWOOP-F-Vu0dni8ZZjVSsd,,,,,6,,,,,design_by_rose,"Jan 18, 2023"
Red Dead Redemption 2,LIKE GEEZ?,https://clips.twitch.tv/CrazyFitSandstormPoooound--ONggJ9MP8xLc1xN,,,,,8,,,,,design_by_rose,"Jan 18, 2023"
Red Dead Redemption 2,MOAR WATA 💦 MOAR WATA 💦 MOAR WATA 💦 MOAR WATA 💦 MOAR WATA 💦 MOAR WATA 💦 MOAR WATA 💦 MOAR WATA,https://clips.twitch.tv/BrightWealthySwordFloof-nAhmoT96QET_7sUW,,,,,43,,,,,design_by_rose,"Jan 18, 2023"
Red Dead Redemption 2,"A cowboy a day, keeps the trains from murderous rampage | Red Dead Again Redemption 2",https://clips.twitch.tv/CrepuscularRenownedCroissantOneHand-8nyLVrBWZakeOhKG,,,,,26,,,,,design_by_rose,"Jan 18, 2023"
Red Dead Redemption 2,bet she does,https://clips.twitch.tv/PoorRamshackleRadishMcaT-RSIZgZS07B-BZUCN,,,,,20,,,,,design_by_rose,"Jan 19, 2023"
Red Dead Redemption 2,"daddy, choke me.",https://clips.twitch.tv/ExuberantConcernedWolfPunchTrees-A9CCcDxS53k1Q00P,,,,,5,,,,,design_by_rose,"Jan 19, 2023"
Red Dead Redemption 2,"wait NO. The OTHER way around... no, Wait, NO, NO, NO!",https://clips.twitch.tv/FlirtyScrumptiousCamelHumbleLife-1WeNnCowrVh00gYo,,,,,18,,,,,design_by_rose,"Jan 19, 2023"
Software and Game Development,"du-be-dudhadas, das, das rose. She's a professional clipper... PRO.FESS.IONAL.CLIP.PER.",https://clips.twitch.tv/MotionlessRespectfulToadCopyThis-96o46TnIifVedOEf,,,,,7,,,,,design_by_rose,"Jan 20, 2023"
Software and Game Development,okay.,https://clips.twitch.tv/AmazingOptimisticZucchiniKappa-_uC3733WYQdQL8gm,,,,,13,,,,,design_by_rose,"Jan 20, 2023"
Software and Game Development,"""Daddy chillll~""",https://clips.twitch.tv/TrustworthyPluckyInternMcaT-TuMe70wHJEpv5hhr,,,,,5,,,,,design_by_rose,"Jan 20, 2023"
Software and Game Development,"If you're happy and you know it, clap dem 🍑 | TaintByNumBot Software Development",https://clips.twitch.tv/CrazyHappySpaghettiKappaPride-J6zhEjwskovdbjCA,,,,,28,,,,,design_by_rose,"Jan 20, 2023"
Software and Game Development,"*old grumbly mans voice* insert it here, boi ;)",https://clips.twitch.tv/ShakingSarcasticNeanderthalPermaSmug-yeMrImFywr_BUDYI,,,,,5,,,,,design_by_rose,"Jan 20, 2023"
Software and Game Development,Foolishness with Taintbynumbot,https://clips.twitch.tv/AuspiciousAbstemiousAnacondaStoneLightning-7mlxox0M5zVVypCd,,,,,30,,,,,oneoflu,"Jan 20, 2023"
Software and Game Development,.,https://clips.twitch.tv/MushyBraveSproutGingerPower-BeCaymdaYt2cGREq,,,,,5,,,,,design_by_rose,"Jan 21, 2023"
Software and Game Development,omgmoarwata,https://clips.twitch.tv/CarelessBombasticUdonFrankerZ-u1zxqnwQDF8FY0LK,,,,,5,,,,,design_by_rose,"Jan 21, 2023"
Software and Game Development,"This is f*****, buddy.",https://clips.twitch.tv/CuriousLightPanMcaT-73OAC0vFKLAqQukl,,,,,5,,,,,design_by_rose,"Jan 21, 2023"
Software and Game Development,✨,https://clips.twitch.tv/EnticingAmazingKimchiPhilosoraptor-j7QOogjs3jLmCUgp,,,,,5,,,,,design_by_rose,"Jan 21, 2023"
Red Dead Redemption 2,"🍆, 🍑💨, 💦",https://clips.twitch.tv/PhilanthropicPerfectGarageTakeNRG-ZaT_i7bDl_APWv2J,,,,,6,,,,,design_by_rose,"Jan 21, 2023"
Software and Game Development,yes daddeh~,https://clips.twitch.tv/PolishedSneakyGnatSMOrc-9tiTK8qKYySfkd0s,,,,,5,,,,,design_by_rose,"Jan 21, 2023"
Red Dead Redemption 2,Unemployed... No children... Wanted in 69 states for kidnapping... (and other things to put on your resume) | Red Dead Again Redemption 2,https://clips.twitch.tv/CrepuscularAmazingDadFailFish-rLEy0axtc0eE9KpP,,,,,28,,,,,design_by_rose,"Jan 21, 2023"
"Pools, Hot Tubs, and Beaches",real footage of Starless beating rose's head against the wall,https://clips.twitch.tv/DistinctPreciousStapleDeIlluminati-Nc_Fk90mQNb7JhIv,,,,,7,,,,,design_by_rose,"Jan 22, 2023"
"Pools, Hot Tubs, and Beaches",100 bits and I'll fullscreen drunk bellydance all night,https://clips.twitch.tv/UnsightlyInquisitiveEmuTinyFace-fMx-g3hhHLX64hWX,,,,,8,,,,,design_by_rose,"Jan 22, 2023"
Red Dead Redemption 2,✨BELLYDANCING KING YAAAS✨,https://clips.twitch.tv/SecretiveEntertainingBunnyChefFrank-wAntFpTN-PsriAop,,,,,5,,,,,design_by_rose,"Jan 22, 2023"
Red Dead Redemption 2,u really thought I wouldn't clip around it?,https://clips.twitch.tv/HungryEasyTildeHassaanChop-sQrhpW3xFMSIQ3JM,,,,,5,,,,,design_by_rose,"Jan 22, 2023"
"Pools, Hot Tubs, and Beaches",ope wrong door,https://clips.twitch.tv/ModernGoldenTardigradeArsonNoSexy-VHSe9gST0eIk1RMi,,,,,26,,,,,design_by_rose,"Jan 22, 2023"
Red Dead Redemption 2,I'M HULA HOOPING I'M HULA HOOPING I'M HULA HOOPING I'M HULA HOOPING,https://clips.twitch.tv/ZanyMistyCroissantBudStar-7QIDsryC5ldLaMkt,,,,,7,,,,,design_by_rose,"Jan 22, 2023"
"Pools, Hot Tubs, and Beaches",pure happiness,https://clips.twitch.tv/VibrantSincereHumanOhMyDog-wpxc3dAdAqWZ-0xs,,,,,5,,,,,design_by_rose,"Jan 22, 2023"
Red Dead Redemption 2,(???),https://clips.twitch.tv/HonorableCleanMangoDxAbomb-uV5KTa9jHMADVut4,,,,,5,,,,,design_by_rose,"Jan 22, 2023"
Red Dead Redemption 2,I make one mistake...,https://clips.twitch.tv/BloodySneakyRaisinAllenHuhu-HgyTswErtSajAyVe,,,,,10,,,,,design_by_rose,"Jan 23, 2023"
Red Dead Redemption 2,mhmmm,https://clips.twitch.tv/SincereAthleticShallotWutFace-17liLc3B-_plniZv,,,,,5,,,,,design_by_rose,"Jan 23, 2023"
Red Dead Redemption 2,*shifty eyes*,https://clips.twitch.tv/PlacidPlayfulCamelVoHiYo-24q33Ky-Nz7IlEpt,,,,,12,,,,,design_by_rose,"Jan 23, 2023"
Red Dead Redemption 2,w d y m ? ? ?,https://clips.twitch.tv/AmazonianBreakableBunnyHoneyBadger-9WIuNMyGOLzuhX6g,,,,,5,,,,,design_by_rose,"Jan 23, 2023"
Red Dead Redemption 2,"If a cowboy rides into town on Friday and three days later, leaves on Friday, how does he do it? | Red Dead Again Again Again Again",https://clips.twitch.tv/ResilientTenaciousBillOMGScoots-ohuCe4UjePBxpkPl,,,,,28,,,,,design_by_rose,"Jan 23, 2023"
Red Dead Redemption 2,horse ?,https://clips.twitch.tv/HilariousSeductiveRedpandaKevinTurtle-gDyrkrm7Wen7gWd2,,,,,5,,,,,design_by_rose,"Jan 24, 2023"
Red Dead Redemption 2,yeah,https://clips.twitch.tv/AwkwardShyEagleCharlietheUnicorn-FgBXqpJ-r0YI2I3n,,,,,5,,,,,design_by_rose,"Jan 24, 2023"
Red Dead Redemption 2,"It's not that I want to shoot Dutch, it's that he makes me want to shoot him | Red Dead Again Again Again Again",https://clips.twitch.tv/AntsyCourageousRadishYouWHY-12DJPWuguXvHLTXf,,,,,28,,,,,design_by_rose,"Jan 24, 2023"
Red Dead Redemption 2,"It's not that I want to shoot Dutch, it's that he makes me want to shoot him | Red Dead Again Again Again Again",https://clips.twitch.tv/DullSpoopyFriesKappaRoss-EbA2hrq998POjg5G,,,,,30,,,,,design_by_rose,"Jan 24, 2023"
Red Dead Redemption 2,"eating 🍑, wahooOOoo",https://clips.twitch.tv/IcyAbstemiousLEDOpieOP-DkOweMkpkqdRQv8y,,,,,5,,,,,design_by_rose,"Jan 25, 2023"
Red Dead Redemption 2,HEY. It might be 🍑 but... nobody's eating it.,https://clips.twitch.tv/SpeedyImpossibleAxePlanking-hdL-VFWWpr_y8y3x,,,,,5,,,,,design_by_rose,"Jan 25, 2023"
Red Dead Redemption 2,"design_by_rose will do 7 Jagerbombs, follow her @design_by_rose | Red Dead Again Again Again Again",https://clips.twitch.tv/TangibleSmoggyGrouseSquadGoals-UP9XZ23nw8OmmF4e,,,,,30,,,,,design_by_rose,"Jan 25, 2023"
Red Dead Redemption 2,UM. ♫-um,https://clips.twitch.tv/AssiduousUnsightlyFlyKappaWealth-dL8MWTguaibQkQx7,,,,,5,,,,,design_by_rose,"Jan 26, 2023"
Red Dead Redemption 2,Bison mating call,https://clips.twitch.tv/HyperBoldMagpieKappaRoss-dQYygRhmL-XTElcd,,,,,8,,,,,design_by_rose,"Jan 26, 2023"
Red Dead Redemption 2,About to murder every last woodland critter | Red Dead Again Again Again Again,https://clips.twitch.tv/EasyAstuteRamenBCWarrior-T67LZN0YKlO_8ki7,,,,,28,,,,,design_by_rose,"Jan 26, 2023"
Red Dead Redemption 2,About to murder every last woodland critter | Red Dead Again Again Again Again,https://clips.twitch.tv/BlitheTentativeGerbilTBTacoLeft-6wQ10nW3aZtQWacp,,,,,28,,,,,design_by_rose,"Jan 26, 2023"
Red Dead Redemption 2,About to murder every last woodland critter | Red Dead Again Again Again Again,https://clips.twitch.tv/FilthyTenuousLapwingPJSalt-0lGpYojKz6echvxC,,,,,28,,,,,design_by_rose,"Jan 26, 2023"
Red Dead Redemption 2,!addquote *screams into the void*,https://clips.twitch.tv/InspiringGoodBillKappaClaus-Mjrxinnwu4nqNthd,,,,,5,,,,,design_by_rose,"Jan 26, 2023"
Red Dead Redemption 2,About to murder every last woodland critter | Red Dead Again Again Again Again,https://clips.twitch.tv/BlindingPerfectOctopusNotLikeThis-p_I9aSSm6LHummZv,,,,,30,,,,,design_by_rose,"Jan 26, 2023"
Red Dead Redemption 2,About to murder every last woodland critter | Red Dead Again Again Again Again,https://clips.twitch.tv/BlueUgliestClipsmomTheThing-Tz6fHni3RgbSUHgK,,,,,30,,,,,design_by_rose,"Jan 26, 2023"
Red Dead Redemption 2,"It's not that I want to shoot Dutch, it's that he makes me want to shoot him | Red Dead Again Again Again Again",https://clips.twitch.tv/VictoriousArborealOtterChefFrank-gF_tXnrdz6Tpu2bl,,,,,30,,,,,design_by_rose,"Jan 26, 2023"
Software and Game Development,I want to program my GPS with this voice,https://clips.twitch.tv/SwissYummyChoughPrimeMe--Iuw8QNgPZRWx_W9,,,,,5,,,,,design_by_rose,"Jan 27, 2023"
Software and Game Development,IOIW.EM.TWSS.,https://clips.twitch.tv/MoldyEsteemedSpaghettiTheRinger-v-BDw-1spR7vtnX2,,,,,5,,,,,design_by_rose,"Jan 27, 2023"
"Pools, Hot Tubs, and Beaches",🍆💦 BotTub Stream 🍑💦 | Software Development and Daddy Chill,https://clips.twitch.tv/GloriousGenerousEelDoggo-9DxEXmYKqC6LMqJT,,,,,28,,,,,design_by_rose,"Jan 27, 2023"
Red Dead Redemption 2,"Where have you been all day, Starless?",https://clips.twitch.tv/TolerantSincereTortoiseBCouch-jLC7ovtRTnVlQ17k,,,,,5,,,,,design_by_rose,"Jan 30, 2023"
Red Dead Redemption 2,Even ⏪🐄👱‍♀️s get the blues! | It Ain't good for the horse's knees to let 'em get fat like that...,https://clips.twitch.tv/AmericanRoundNeanderthalChocolateRain-aptpiTIISVa9DvzU,,,,,28,,,,,design_by_rose,"Jan 30, 2023"
Red Dead Redemption 2,Even ⏪🐄👱‍♀️s get the blues! | It Ain't good for the horse's knees to let 'em get fat like that...,https://clips.twitch.tv/AbstruseYummyRavenCoolStoryBro-Hky36J6zZvRUrS2u,,,,,28,,,,,design_by_rose,"Jan 30, 2023"
Red Dead Redemption 2,Even ⏪🐄👱‍♀️s get the blues! | It Ain't good for the horse's knees to let 'em get fat like that...,https://clips.twitch.tv/DeterminedGleamingTapirNomNom-ZyXq7yBm-CfkXgPm,,,,,28,,,,,design_by_rose,"Jan 30, 2023"
Red Dead Redemption 2,he hehe heHe HEHEhe,https://clips.twitch.tv/AcceptableManlyPigeonMcaT-ThTm409JzYgevC5P,,,,,5,,,,,design_by_rose,"Jan 30, 2023"
Red Dead Redemption 2,she did,https://clips.twitch.tv/ArtsySpookyTortoiseOSkomodo-bll1TCJBX5RCEJti,,,,,8,,,,,design_by_rose,"Jan 31, 2023"
Red Dead Redemption 2,a lack of 🍑,https://clips.twitch.tv/TallLongHornetOSfrog-azBVLzeOWItOaOVL,,,,,5,,,,,design_by_rose,"Jan 31, 2023"
Red Dead Redemption 2,you feeel it?,https://clips.twitch.tv/FunZealousStrawberryPMSTwin-uAWimLhbz_oMfuGh,,,,,6,,,,,design_by_rose,"Jan 31, 2023"
Red Dead Redemption 2,"Not trying to find distractions, they just find me",https://clips.twitch.tv/SparklyEasyMacaroniKappaWealth-AT3qz5uh_i4Wp4kk,,,,,28,,,,,design_by_rose,"Jan 31, 2023"
Red Dead Redemption 2,um............................................................................................ yup.,https://clips.twitch.tv/DifficultDifficultWatermelonFutureMan-NDmXQlZuhkBnRLBC,,,,,8,,,,,design_by_rose,"Jan 31, 2023"
Red Dead Redemption 2,I swear officer I've only had a few drinks tonight,https://clips.twitch.tv/MoralPrettiestCrabsTheTarFu-2vXf4_Dom4ob0tbx,,,,,25,,,,,design_by_rose,"Jan 31, 2023"
Red Dead Redemption 2,🚩 This title has been flagged 'Against Terms of Service'.,https://clips.twitch.tv/UgliestRealCroquetteDoggo-QTdCTgyKAk2oIN4a,,,,,5,,,,,design_by_rose,"Jan 31, 2023"
Red Dead Redemption 2,? ? ?,https://clips.twitch.tv/GorgeousFlirtyAlpacaHassaanChop-77lytrvXKZk0LIJb,,,,,5,,,,,design_by_rose,"Jan 31, 2023"
Red Dead Redemption 2,"Not trying to find distractions, they just find me",https://clips.twitch.tv/TrappedChillyStarlingNotLikeThis-XzSTcUKmcvYFM2j5,,,,,28,,,,,design_by_rose,"Jan 31, 2023"
Red Dead Redemption 2,in 🍑 we trust,https://clips.twitch.tv/StupidInexpensiveDragonfruit4Head-wxFpIlcsFxlPmO1Y,,,,,5,,,,,design_by_rose,"Feb 1, 2023"
Red Dead Redemption 2,HEY ROSE 🥛🌿,https://clips.twitch.tv/ElatedKitschyCheddarKlappa-oUrKS6BCMaQuHK6L,,,,,27,,,,,design_by_rose,"Feb 1, 2023"
Red Dead Redemption 2,"Not trying to find distractions, they just find me",https://clips.twitch.tv/TenderSuaveMuleCclamChamp-xDJC3jYlTAFX_l2i,,,,,28,,,,,design_by_rose,"Feb 1, 2023"
Red Dead Redemption 2,🐟 he BIG big,https://clips.twitch.tv/PeacefulSeductiveLarkPupper-TV4Akmtq9G6ic_4Q,,,,,5,,,,,design_by_rose,"Feb 1, 2023"
Red Dead Redemption 2,*beepbeep*,https://clips.twitch.tv/GiftedAlluringGoldfishDerp-NRKSzT7R6M1GUSPU,,,,,7,,,,,design_by_rose,"Feb 1, 2023"
Red Dead Redemption 2,'o-o',https://clips.twitch.tv/PiercingSuperCattleKeyboardCat-tpXTNzXF3O8-Wcmg,,,,,10,,,,,design_by_rose,"Feb 1, 2023"
"Pools, Hot Tubs, and Beaches",nobody touch my 🍑,https://clips.twitch.tv/AgileRelatedHerbsHassaanChop-QZqyqe4-vju8_aA0,,,,,5,,,,,design_by_rose,"Feb 2, 2023"
Red Dead Redemption 2,Starless make this into a TikTok,https://clips.twitch.tv/SpotlessWittyRedpandaItsBoshyTime-M6n5291tXuvypCcO,,,,,11,,,,,design_by_rose,"Feb 2, 2023"
Red Dead Redemption 2,a very long and very sad turn of events 🐟,https://clips.twitch.tv/CrazyRichDiscOSfrog-aEUNs0nfVNgvFsQC,,,,,60,,,,,design_by_rose,"Feb 2, 2023"
Fishing Planet,"toot that horn, sir",https://clips.twitch.tv/BlitheTenuousMangoItsBoshyTime-s7zvy3VrVjkfv2e-,,,,,10,,,,,design_by_rose,"Feb 2, 2023"
Red Dead Redemption 2,"you ,sir, are a fish",https://clips.twitch.tv/ApatheticCovertPanSSSsss-N4pfPsH1JvLG0bxF,,,,,6,,,,,design_by_rose,"Feb 2, 2023"
Red Dead Redemption 2,If I go flying off this horse one more time...,https://clips.twitch.tv/BlazingFrailSpiderTriHard-SWqzOxZ-vVMyQacI,,,,,28,,,,,design_by_rose,"Feb 2, 2023"
Fishing Planet,🔎 Searching for my long-lost Fishy... |  WHEN TRAGEDY STRIKES 🐊🐊🐟🐊🐊,https://clips.twitch.tv/MotionlessRamshackleWoodcockKippa-gPWnYYpR51BUuXfu,,,,,28,,,,,design_by_rose,"Feb 2, 2023"
Software and Game Development,s i m p,https://clips.twitch.tv/PolishedCovertSageBCWarrior-xSm0mA0QPsfWV6E2,,,,,5,,,,,design_by_rose,"Feb 3, 2023"
Software and Game Development,gd,https://clips.twitch.tv/HomelyTawdryCakeDogFace-L3y0xasO6mJyPwWw,,,,,10,,,,,design_by_rose,"Feb 3, 2023"
Software and Game Development,✨ database ✨,https://clips.twitch.tv/HealthyGeniusEndiveMcaT-aHKGRxewgx2Gwdnf,,,,,10,,,,,design_by_rose,"Feb 3, 2023"
Software and Game Development,moar milk bags please,https://clips.twitch.tv/GiftedArborealMangetoutBrokeBack-nAoGwe-AhlP0ECLp,,,,,5,,,,,design_by_rose,"Feb 3, 2023"
Software and Game Development,I need to go to the bathroom,https://clips.twitch.tv/SpinelessFamousTardigradeKlappa-1OLXOex4RTVmR1bh,,,,,15,,,,,design_by_rose,"Feb 3, 2023"
Software and Game Development,My mistakes bring all the bots to the yard,https://clips.twitch.tv/AthleticBovineNikudonHumbleLife-q1VVAEphGrrltTgl,,,,,28,,,,,design_by_rose,"Feb 3, 2023"
Red Dead Redemption 2,do u want 🍆 now or 🍆 later,https://clips.twitch.tv/GeniusBoldOwlDerp-cksoLe1hz8JuBnvU,,,,,5,,,,,design_by_rose,"Feb 5, 2023"
"Pools, Hot Tubs, and Beaches",it's a little-known secret 🚫,https://clips.twitch.tv/ArtsyTastySowNotLikeThis-xC8WJ3e7wYcdTa6E,,,,,8,,,,,design_by_rose,"Feb 5, 2023"
"Pools, Hot Tubs, and Beaches",...her 🍑 cheeks ,https://clips.twitch.tv/WittyDependableKaleCeilingCat-RPMfYlqCB-vjSUhx,,,,,7,,,,,design_by_rose,"Feb 5, 2023"
Red Dead Redemption 2,"""starless describe rose in one word""",https://clips.twitch.tv/CulturedCleverQuailThisIsSparta-sCHtwrYLpz0aGu-A,,,,,5,,,,,low_hanging_vegetable,"Feb 5, 2023"
Software and Game Development,"""where did your your ex-wife go?""",https://clips.twitch.tv/SwissScaryPeanutDuDudu-Z6pwnVk3kEv5zQHf,,,,,7,,,,,design_by_rose,"Feb 5, 2023"
Just Chatting,yes,https://clips.twitch.tv/GiftedThankfulPuffinCmonBruh-h0Y0Oe0v-VP9Xzki,,,,,5,,,,,low_hanging_vegetable,"Feb 5, 2023"
Red Dead Redemption 2,the best starless stream EVER,https://clips.twitch.tv/LachrymoseInspiringJaguarArgieB8-S6_pq9VONixl-vwy,,,,,7,,,,,design_by_rose,"Feb 5, 2023"
